event_id,team,team_id,score_for,score_against,win,draw,loose,local
11972540,Gimnasia J.,5292,0,1,False,False,True,Away
11972539,Patronato,43741,1,2,False,False,True,Home
11972539,Deportivo Maipú,213042,2,1,True,False,False,Away
11972537,All Boys,36834,0,0,False,True,False,Home
11972537,San Miguel,264945,0,0,False,True,False,Away
11972544,Brown de Adrogué,107201,0,1,False,False,True,Home
11972544,Deportivo Madryn,222120,1,0,True,False,False,Away
11972534,San Martín,7772,0,0,False,True,False,Home
11972534,Estudiantes B.A.,93107,0,0,False,True,False,Away
11972546,Dep. Morón,93109,3,0,True,False,False,Home
11972546,Atlanta,53799,0,3,False,False,True,Away
11972542,Defensores,52215,0,1,False,False,True,Home
11972542,San Telmo,213361,1,0,True,False,False,Away
11972550,Mitre,255425,0,1,False,False,True,Home
11972550,Aldosivi,36836,1,0,True,False,False,Away
12180474,SM Tucumán,23950,1,0,True,False,False,Home
12180474,Chaco For Ever,252726,0,1,False,False,True,Away
11972563,Colón,3207,2,1,True,False,False,Home
11972563,Nueva Chicago,3200,1,2,False,False,True,Away
11972559,Chacarita Jrs.,3214,1,1,False,True,False,Home
11972559,San Martín,7772,1,1,False,True,False,Away
11972564,Almirante Brown,43740,1,1,False,True,False,Home
11972564,Dep. Morón,93109,1,1,False,True,False,Away
11972566,Def. Unidos,93515,1,1,False,True,False,Home
11972566,Brown de Adrogué,107201,1,1,False,True,False,Away
11972569,San Telmo,213361,2,0,True,False,False,Home
11972569,Chaco For Ever,252726,0,2,False,False,True,Away
11972554,Ferro Carril Oeste,36841,1,1,False,True,False,Home
11972554,Patronato,43741,1,1,False,True,False,Away
11972560,SM Tucumán,23950,3,0,True,False,False,Home
11972560,Arsenal,3221,0,3,False,False,True,Away
11972555,San Miguel,264945,3,2,True,False,False,Home
11972555,Tristán Suárez,93513,2,3,False,False,True,Away
11972558,Estudiantes B.A.,93107,2,1,True,False,False,Home
11972558,Guillermo Brown,53801,1,2,False,False,True,Away
11972557,Talleres R.E.,201162,1,5,False,False,True,Home
11972557,Agropecuario,265787,5,1,True,False,False,Away
11972567,Deportivo Madryn,222120,2,0,True,False,False,Home
11972567,Almagro,4938,0,2,False,False,True,Away
11972552,Gimnasia J.,5292,1,0,True,False,False,Home
11972552,Alvarado,273715,0,1,False,False,True,Away
11972556,Quilmes,4936,1,0,True,False,False,Home
11972556,All Boys,36834,0,1,False,False,True,Away
11972561,Aldosivi,36836,2,2,False,True,False,Home
11972561,Gimnasia y Tiro,222126,2,2,False,True,False,Away
11972553,Deportivo Maipú,213042,1,0,True,False,False,Home
11972553,Racing de Córdoba,273657,0,1,False,False,True,Away
11972570,Mitre,255425,2,0,True,False,False,Home
11972570,Güemes,224646,0,2,False,False,True,Away
11972562,Estudiantes R.C.,266694,1,1,False,True,False,Home
11972562,Gimnasia Mendoza,188441,1,1,False,True,False,Away
11972568,Atlético Rafaela,34976,0,1,False,False,True,Home
11972568,Defensores,52215,1,0,True,False,False,Away
12213142,Atlanta,53799,0,2,False,False,True,Home
12213142,Temperley,112499,2,0,True,False,False,Away
11972586,Nueva Chicago,3200,0,1,False,False,True,Home
11972586,Estudiantes R.C.,266694,1,0,True,False,False,Away
11972583,Brown de Adrogué,107201,2,3,False,False,True,Home
11972583,Atlanta,53799,3,2,True,False,False,Away
11972584,Temperley,112499,1,1,False,True,False,Home
11972584,Almirante Brown,43740,1,1,False,True,False,Away
11972582,Almagro,4938,1,1,False,True,False,Home
11972582,Def. Unidos,93515,1,1,False,True,False,Away
11972587,Gimnasia Mendoza,188441,2,3,False,False,True,Home
11972587,Aldosivi,36836,3,2,True,False,False,Away
11972580,Chaco For Ever,252726,2,0,True,False,False,Home
11972580,Atlético Rafaela,34976,0,2,False,False,True,Away
11972573,Agropecuario,265787,0,0,False,True,False,Home
11972573,Estudiantes B.A.,93107,0,0,False,True,False,Away
11972578,Alvarado,273715,0,1,False,False,True,Home
11972578,Deportivo Maipú,213042,1,0,True,False,False,Away
11972574,All Boys,36834,1,0,True,False,False,Home
11972574,Talleres R.E.,201162,0,1,False,False,True,Away
11972585,Dep. Morón,93109,0,2,False,False,True,Home
11972585,Colón,3207,2,0,True,False,False,Away
11972575,Tristán Suárez,93513,1,3,False,False,True,Home
11972575,Quilmes,4936,3,1,True,False,False,Away
11972589,Arsenal,3221,0,0,False,True,False,Home
11972589,San Telmo,213361,0,0,False,True,False,Away
11972572,Guillermo Brown,53801,0,3,False,False,True,Home
11972572,Chacarita Jrs.,3214,3,0,True,False,False,Away
11972588,Gimnasia y Tiro,222126,1,0,True,False,False,Home
11972588,Mitre,255425,0,1,False,False,True,Away
11972577,Racing de Córdoba,273657,1,1,False,True,False,Home
11972577,Ferro Carril Oeste,36841,1,1,False,True,False,Away
