time,incidentType,incidentClass,isHome,player_id,player_shortName,player_jerseyNumber,playerIn_id,playerIn_shortName,playerIn_jerseyNumber,playerOut_id,playerOut_shortName,playerOut_jerseyNumber
85,substitution,regular,home,,,,1656941.0,J. C. Giacone,,1199316.0,N. Troncoso,20
81,substitution,regular,away,,,,1489060.0,M. Schönfeld,17,1001922.0,B. Machuca,2
77,substitution,regular,home,,,,1500707.0,G. J. A. Silva,18,1211612.0,F. Vedoya,11
77,substitution,regular,home,,,,1654124.0,L. Rodríguez,8,128464.0,L. Leal,9
72,card,yellow,home,1113234.0,D. Puca,17,,,,,,
71,card,yellow,home,1211612.0,F. Vedoya,11,,,,,,
69,substitution,regular,away,,,,1007942.0,A. Curruhinca,16,1210807.0,P. Ferreira,8
66,card,yellow,away,544188.0,R. Arciero,4,,,,,,
64,goal,regular,home,884996.0,N. O. Basualdo,14,,,,,,
59,goal,regular,away,192414.0,G. Gonzalez,8,,,,,,
58,card,yellow,home,128464.0,L. Leal,9,,,,,,
46,substitution,regular,away,,,,1597538.0,P. L. Núñez,19,1092609.0,S. Sala,7
46,substitution,regular,away,,,,1597532.0,M. S. Romero,9,984928.0,G. Berterame,7
45,period,,home,,,,,,,,,
45,substitution,regular,home,,,,221748.0,S. López,,1108647.0,J. Mendoza,15
45,injuryTime,,home,,,,,,,,,
36,goal,penalty,home,1108647.0,J. Mendoza,15,,,,,,
26,substitution,regular,home,,,,1199316.0,N. Troncoso,20,1654220.0,G. N. Obredor,
11,card,yellow,home,1108647.0,J. Mendoza,15,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,home,1597529.0,J. J. P. Lapegüe,18,,,,,,
90,injuryTime,,home,,,,,,,,,
82,substitution,regular,away,,,,900191.0,E. Iñíguez,13,1086999.0,G. Piñeiro,8
82,substitution,regular,away,,,,1086331.0,E. Britez,20,1093119.0,A. Colazo,9
76,goal,regular,away,1018416.0,G. Mottes,15,,,,,,
75,substitution,regular,home,,,,1093100.0,F. Ardiles,30,1118570.0,M. Peinipil,4
72,substitution,regular,home,,,,1092312.0,B. N. Ferreyra,11,288317.0,D. Diellos,9
70,goal,regular,away,1093119.0,A. Colazo,9,,,,,,
67,substitution,regular,away,,,,1182395.0,A. Alonso,21,330865.0,F. Andrada,11
67,substitution,regular,away,,,,1213809.0,E. Torres,7,1048283.0,N. Guzmán,10
65,card,yellow,away,1087512.0,S. Luján,18,,,,,,
56,card,yellow,home,174855.0,D. Braghieri,6,,,,,,
54,substitution,regular,away,,,,1087512.0,S. Luján,18,939935.0,N. Laméndola,11
46,substitution,regular,home,,,,1597529.0,J. J. P. Lapegüe,18,1111937.0,E. Arreguín,16
46,substitution,regular,home,,,,789298.0,N. Sanchez,10,1393676.0,J. Palacio,20
45,period,,home,,,,,,,,,
31,card,yellow,away,1086999.0,G. Piñeiro,8,,,,,,
27,substitution,regular,home,,,,1118569.0,M. Mansilla,14,1015675.0,P. Calderón,2
90,period,,home,,,,,,,,,
90,card,yellow,home,946179.0,I. Ramírez,5,,,,,,
90,injuryTime,,home,,,,,,,,,
84,substitution,regular,away,,,,1627948.0,D. Guzmán,11,896925.0,F. Enrique,10
75,substitution,regular,home,,,,1653792.0,S. Puzzo,15,1084975.0,R. Luna,10
72,substitution,regular,away,,,,1102451.0,M. Rogoski,16,943180.0,L. Sánchez,4
72,substitution,regular,away,,,,122626.0,D. Achucarro,13,1627956.0,F. Duré,5
68,card,yellow,away,1214062.0,A. Benítez,19,,,,,,
67,substitution,regular,home,,,,1187055.0,T. Gonzalez,20,929459.0,D. Adín,4
67,substitution,regular,home,,,,79688.0,F. Bordagaray,19,871518.0,M. A. Gimenez,10
65,card,yellow,home,929459.0,D. Adín,4,,,,,,
60,card,yellow,away,789367.0,P. Romero,3,,,,,,
56,substitution,regular,away,,,,1605507.0,R. Cao,20,1198495.0,N. Molina,9
56,substitution,regular,away,,,,1627943.0,C. Campuzano,18,789845.0,T. Asprea,8
56,card,yellow,away,789845.0,T. Asprea,8,,,,,,
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
15,substitution,regular,home,,,,1394197.0,A. Steimbach,4,1017458.0,M. Enrique,13
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
84,substitution,regular,away,,,,1001815.0,E. Contreras,7,830685.0,E. Acosta,37
83,card,yellow,home,1468722.0,B. Risso,,,,,,,
82,substitution,regular,home,,,,942371.0,M. Rojas,8,1627955.0,F. Sena,10
82,substitution,regular,home,,,,846567.0,I. Escobar,16,1598512.0,P. I. M. Grance,3
82,substitution,regular,home,,,,883236.0,A. Kippes,2,974033.0,D. Rentería,20
78,substitution,regular,home,,,,973989.0,D. Müller,20,796102.0,D. Sosa,11
68,substitution,regular,away,,,,1385677.0,E. Luna,18,1654180.0,I. G. Valenzuela,15
68,substitution,regular,away,,,,1185563.0,F. Lorenzon,14,898894.0,M. Valdivia,17
68,substitution,regular,home,,,,791141.0,F. Melivillo,11,1110286.0,M. Batallini,7
57,substitution,regular,away,,,,1388907.0,J. Berón,9,1605139.0,F. F. Acosta,19
52,card,yellow,away,1382065.0,M. G. Lugo,5,,,,,,
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
90,period,,home,,,,,,,,,
90,goal,regular,away,1597534.0,J. F. Galetto,8,,,,,,
90,injuryTime,,home,,,,,,,,,
89,card,yellow,home,1018405.0,F. Ayunta,9,,,,,,
87,substitution,regular,away,,,,1638681.0,M. Ibáñez,20,1182428.0,L. Gordillo,9
80,card,yellow,away,1654511.0,E. N. Neira,2,,,,,,
77,substitution,regular,away,,,,1638680.0,M. Esparza,17,1197976.0,M. Birge,5
77,substitution,regular,home,,,,1018405.0,F. Ayunta,9,1121463.0,A. Fernandez,24
65,substitution,regular,away,,,,1597534.0,J. F. Galetto,8,849028.0,I. Chaves,4
58,substitution,regular,home,,,,1183942.0,J. Yangali,15,927422.0,G. Mayenfisch,18
58,substitution,regular,home,,,,796764.0,G. Gimenez,15,1133394.0,I. Lartirigoyen,20
58,substitution,regular,home,,,,1653787.0,G. Lillo,4,971191.0,A. Cossi,11
56,card,yellow,away,859971.0,A. Araujo,7,,,,,,
46,substitution,regular,away,,,,859971.0,A. Araujo,7,1110009.0,F. Heredia,11
46,substitution,regular,away,,,,864074.0,T. Attis,19,1092343.0,E. A. Fernández,16
46,substitution,regular,home,,,,1605143.0,N. J. Heiz,19,1182417.0,F. Tisera,7
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
29,card,yellow,away,1092343.0,E. A. Fernández,16,,,,,,
26,card,yellow,home,1514482.0,M. Vallejos,8,,,,,,
20,goal,regular,home,1121463.0,A. Fernandez,24,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,away,856035.0,N. Alvarez,14,,,,,,
90,injuryTime,,home,,,,,,,,,
88,card,yellow,away,1021876.0,A. Lavezzi,7,,,,,,
87,goal,regular,away,1021876.0,A. Lavezzi,7,,,,,,
86,card,yellow,away,1017439.0,T. Ortega,6,,,,,,
83,substitution,regular,home,,,,1654533.0,B. C. Cenci,16,895202.0,L. Guzmán,17
76,substitution,regular,away,,,,358990.0,M. Sanchez,,1654072.0,B. G. Ruiz,18
76,substitution,regular,away,,,,1017439.0,T. Ortega,6,789948.0,P. Ruiz,9
75,substitution,regular,home,,,,932094.0,M. Abreliano,14,906815.0,A. Ochoa,3
75,substitution,regular,home,,,,1067805.0,G. Errecalde,13,1110285.0,F. Miño,2
67,substitution,regular,away,,,,1122874.0,S. A. A. Rodríguez,17,144191.0,J. L. Fernández,18
61,substitution,regular,away,,,,1654073.0,F. Molina,9,808679.0,L. J. Ramos,20
61,substitution,regular,away,,,,944699.0,I. Regules,15,1017431.0,F. Versaci,11
58,substitution,regular,home,,,,1649338.0,T. Almada,18,1597477.0,A. A. M. Salinas,
58,substitution,regular,home,,,,895226.0,L. Vella,17,925013.0,G. Rivero,23
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
39,goal,regular,away,1021876.0,A. Lavezzi,7,,,,,,
37,card,yellow,home,925013.0,G. Rivero,23,,,,,,
28,card,yellow,home,976095.0,S. Vera,10,,,,,,
24,card,yellow,away,989991.0,B. Negro,3,,,,,,
20,card,yellow,home,1597477.0,A. A. M. Salinas,,,,,,,
18,goal,regular,home,925013.0,G. Rivero,23,,,,,,
7,card,yellow,away,1654072.0,B. G. Ruiz,18,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,away,1597455.0,B. E. Sánchez,,,,,,,
90,card,yellow,away,789949.0,L. Baldunciel,7,,,,,,
90,goal,regular,away,789949.0,L. Baldunciel,7,,,,,,
90,injuryTime,,home,,,,,,,,,
88,card,yellow,home,288837.0,L. Buter,9,,,,,,
87,goal,regular,home,288837.0,L. Buter,9,,,,,,
83,substitution,regular,home,,,,941421.0,F. Nouet,3,932862.0,M. Nouet,20
83,substitution,regular,home,,,,896844.0,M. Salvaggio,,1131817.0,F. Benitez,11
82,substitution,regular,away,,,,1018388.0,E. Ibáñez,14,777249.0,H. Da Campo,5
82,substitution,regular,away,,,,1650569.0,J. Mavilla,20,871813.0,M. Arturia,11
72,substitution,regular,home,,,,973659.0,M. Sproat,10,1656797.0,T. Patrizio,17
70,goal,regular,away,789949.0,L. Baldunciel,7,,,,,,
65,substitution,regular,home,,,,288837.0,L. Buter,9,1020530.0,F. Pulicastro,11
65,substitution,regular,home,,,,1654059.0,S. Sosa,17,249921.0,S. Modon,7
62,substitution,regular,away,,,,1597466.0,F. N. Krüger,7,789398.0,L. Lopez,18
59,substitution,regular,away,,,,1597455.0,B. E. Sánchez,,1183039.0,J. G. Frías,11
59,substitution,regular,away,,,,789949.0,L. Baldunciel,7,263649.0,J. M. Imbert,17
58,card,yellow,away,777249.0,H. Da Campo,5,,,,,,
47,card,yellow,home,1066571.0,M. Luque,,,,,,,
45,period,,home,,,,,,,,,
45,card,yellowRed,away,1018432.0,L. Angelini,3,,,,,,
45,injuryTime,,home,,,,,,,,,
21,card,yellow,home,249921.0,S. Modon,7,,,,,,
17,card,yellow,away,1018432.0,L. Angelini,3,,,,,,
16,goal,regular,home,884995.0,N. Arrechea,13,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,home,1104321.0,F. Bisanz,10,,,,,,
90,injuryTime,,home,,,,,,,,,
85,card,yellow,away,1654193.0,L. E. Picech,,,,,,,
79,substitution,regular,away,,,,941433.0,C. Vega,5,78851.0,S. Prediger,20
78,substitution,regular,home,,,,1598462.0,R. Herrera,13,1110018.0,J. Susvielles,9
78,substitution,regular,home,,,,1104321.0,F. Bisanz,10,290003.0,M. Rosales,4
71,substitution,regular,away,,,,1102818.0,A. Aranda,44,249899.0,F. Jourdan,8
71,substitution,regular,away,,,,830879.0,N. Leguizamón,20,33776.0,J. Toledo,14
68,substitution,regular,home,,,,843404.0,L. Marinucci,11,581778.0,M. Gonzalez,19
63,substitution,regular,home,,,,1095007.0,L. Ríos,7,801254.0,C. Lattanzio,8
63,substitution,regular,home,,,,1131024.0,E. Bodencer,11,1108122.0,I. A. Costantino,20
51,card,yellow,home,581778.0,M. Gonzalez,19,,,,,,
48,card,yellow,home,1654532.0,T. A. Silva,3,,,,,,
46,substitution,regular,away,,,,814225.0,A. Rodriguez,17,873642.0,B. Guille,11
45,period,,home,,,,,,,,,
6,substitution,regular,away,,,,1654193.0,L. E. Picech,,933157.0,J. N. Granados,15
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
89,card,yellow,away,1492488.0,A. Paz,19,,,,,,
85,card,yellow,away,901024.0,S. Callegari,2,,,,,,
73,substitution,regular,home,,,,1654479.0,N. Borsotti,16,1021878.0,B. Gómez,10
73,substitution,regular,away,,,,1492488.0,A. Paz,19,581732.0,E. Trinidad,17
73,substitution,regular,away,,,,989881.0,R. Balbuena,11,1597465.0,G. M. Altamirano,8
65,goal,regular,home,941474.0,G. Aquilino,20,,,,,,
63,substitution,regular,away,,,,175343.0,A. Escobar,18,1416978.0,M. Bergara,37
63,substitution,regular,away,,,,974656.0,E. Cardozo,10,996708.0,I. Maggi,7
61,substitution,regular,away,,,,340761.0,A. Martinez,4,1498998.0,D. Arroyo,3
60,substitution,regular,home,,,,941474.0,G. Aquilino,20,1182905.0,A. Benítez,8
60,substitution,regular,home,,,,577578.0,F. Pereyra,19,1133806.0,A. D. Sayago,11
56,substitution,regular,home,,,,1465695.0,A. Hernández,16,1506776.0,P. Moyano,11
48,card,yellow,away,996708.0,I. Maggi,7,,,,,,
46,substitution,regular,home,,,,1468116.0,G. Mendoza,4,1650441.0,A. Massaccesi,2
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
39,card,yellow,home,1469419.0,I. Gutierrez,5,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
82,substitution,regular,away,,,,912789.0,R. Reynaga,20,1500069.0,V. Fenoglio,14
81,card,yellow,home,1114507.0,N. Cavagnero,8,,,,,,
78,card,yellow,away,871850.0,V. Barbero,30,,,,,,
78,substitution,regular,home,,,,938553.0,J. Suárez,11,1465291.0,M. Ortigoza,18
78,substitution,regular,home,,,,932871.0,A. Morales,13,789359.0,M. G. Contreras,13
70,card,yellow,home,1465291.0,M. Ortigoza,18,,,,,,
70,substitution,regular,home,,,,896914.0,R. Hernández,19,882655.0,M. Peralta,19
66,substitution,regular,away,,,,871850.0,V. Barbero,30,951719.0,M. Valiente,20
66,card,yellow,home,1092330.0,L. Arregui,7,,,,,,
64,substitution,regular,home,,,,1092330.0,L. Arregui,7,883930.0,B. Guerra,16
64,substitution,regular,home,,,,1801720.0,F. Palazuelo,16,1111551.0,F. Lonardi,19
45,period,,home,,,,,,,,,
45,card,yellow,away,79286.0,J. Blanco,15,,,,,,
45,goal,regular,home,897010.0,J. Velázquez,9,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
75,substitution,regular,away,,,,1613987.0,L. Druille,20,1653801.0,I. Sabatini,7
75,substitution,regular,away,,,,1426170.0,N. Frascone,17,1613988.0,V. Serrano,11
71,substitution,regular,home,,,,863307.0,F. Rizzi,15,895230.0,E. Endrizzi,3
69,substitution,regular,away,,,,1654490.0,V. A. Sánchez,,1086907.0,A. Álvarez,19
63,substitution,regular,home,,,,1092314.0,J. E. Juárez,8,1597936.0,F. N. Camargo,14
63,substitution,regular,home,,,,906806.0,D. Nakache,7,41551.0,H. Pellerano,99
63,substitution,regular,home,,,,932939.0,D. López,4,834022.0,M. Albertengo,9
55,substitution,regular,away,,,,1597542.0,K. A. Pavía,19,1003022.0,J. P. Krilanovich,18
55,substitution,regular,away,,,,1065603.0,M. Benítez,7,1114485.0,A. Amaya,4
45,period,,home,,,,,,,,,
45,substitution,regular,home,,,,887428.0,M. Osores,2,943794.0,F. Molina,10
45,injuryTime,,home,,,,,,,,,
26,card,yellow,away,966177.0,T. Ortiz,14,,,,,,
26,card,yellow,home,295165.0,G. Cosaro,2,,,,,,
14,goal,regular,home,93199.0,L. M. Rodríguez,7,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
89,substitution,regular,home,,,,1018389.0,E. Mercado,,1389869.0,E. Griffa,16
89,substitution,regular,home,,,,1108987.0,M. G. Brambillo,16,1001923.0,I. Carruega,17
83,substitution,regular,away,,,,1017377.0,T. Escalante,11,1650462.0,M. Gutiérrez,19
82,substitution,regular,home,,,,166045.0,G. Papa,5,1654488.0,M. Gerez,7
77,substitution,regular,away,,,,106231.0,F. González,18,340939.0,J. Zacaria,14
74,card,yellow,home,1654488.0,M. Gerez,7,,,,,,
72,substitution,regular,home,,,,875141.0,L. Pizarro,16,871808.0,L. Belleggia,8
72,substitution,regular,home,,,,1134870.0,D. Véliz,11,1098306.0,F. Torres,18
58,substitution,regular,away,,,,79711.0,S. Gonzalez,10,842864.0,N. Franco,20
58,substitution,regular,away,,,,946195.0,T. Fernández,7,974657.0,S. L. Garcia,8
58,substitution,regular,away,,,,1654447.0,L. Riveros,,895355.0,M. Casa,19
55,card,yellow,away,316030.0,N. Pelaitay,5,,,,,,
52,card,yellow,home,1389869.0,E. Griffa,16,,,,,,
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
42,card,yellow,home,790026.0,M. A. Escudero,13,,,,,,
16,card,yellow,away,340939.0,J. Zacaria,14,,,,,,
4,goal,regular,home,895213.0,C. Broggi,14,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,away,1120461.0,L. Fedele,17,,,,,,
90,goal,regular,away,1120461.0,L. Fedele,17,,,,,,
85,card,yellow,away,1138077.0,I. Zafarana,13,,,,,,
80,substitution,regular,away,,,,1120461.0,L. Fedele,17,37937.0,J. Cuevas,10
73,card,red,away,581630.0,G. Bettini,4,,,,,,
70,card,yellow,home,1657209.0,J. C. Arno,16,,,,,,
68,card,yellow,away,932935.0,D. Sand,1,,,,,,
66,substitution,regular,home,,,,1657209.0,J. C. Arno,16,941471.0,N. D. Priore,10
66,substitution,regular,home,,,,1110186.0,L. Ortega,,1650465.0,M. Sosa,7
66,substitution,regular,away,,,,1138077.0,I. Zafarana,13,249999.0,G. Ferracutti,14
66,substitution,regular,away,,,,88945.0,G. Klusener,20,823983.0,I. Molinas,16
58,substitution,regular,home,,,,1131025.0,E. Almirón,9,1392678.0,F. Rasic,20
58,substitution,regular,home,,,,924015.0,A. Prieto,,249331.0,F. Montero,8
57,substitution,regular,away,,,,830586.0,M. Garcia,7,1182500.0,M. Véron,18
57,substitution,regular,away,,,,249999.0,G. Ferracutti,14,939950.0,G. Abregú,5
46,substitution,regular,home,,,,1650470.0,S. Paulini,2,884931.0,S. Moyano,4
45,period,,home,,,,,,,,,
40,card,yellow,away,1110288.0,A. Dáttola,6,,,,,,
32,goal,regular,away,823983.0,I. Molinas,16,,,,,,
14,card,yellow,away,939949.0,J. Orellana,2,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,home,1084965.0,F. Perinciolo,11,,,,,,
90,substitution,regular,away,,,,1167615.0,A. Spetale,20,951083.0,L. Silba,9
90,substitution,regular,away,,,,914144.0,F. Nadalín,15,1194768.0,I. Cortez,4
75,card,yellow,away,122654.0,L. Ojeda,,,,,,,
67,substitution,regular,away,,,,974673.0,N. Romano,8,848294.0,N. Solis,7
67,substitution,regular,away,,,,859965.0,N. Rinaldi,17,1085344.0,Jere Rodríguez,10
65,substitution,regular,home,,,,1084965.0,F. Perinciolo,11,1183523.0,A. Sombra,11
65,substitution,regular,home,,,,831798.0,M. Quiroga,,1657210.0,G. A. Rossi,9
63,card,yellow,away,830753.0,F. Sbuttoni,6,,,,,,
60,substitution,regular,away,,,,1597476.0,G. M. Salega,18,896937.0,L. Ciccoloni,19
49,substitution,regular,home,,,,1110291.0,R. Vélez,15,1087050.0,M. Maccari,16
45,period,,home,,,,,,,,,
25,card,yellow,home,1087050.0,M. Maccari,16,,,,,,
19,goal,regular,away,896937.0,L. Ciccoloni,19,,,,,,
5,card,yellow,home,859658.0,J. Iritier,7,,,,,,
5,card,yellow,away,155708.0,M. Padilla,6,,,,,,
3,goal,regular,home,859658.0,J. Iritier,7,,,,,,
90,period,,home,,,,,,,,,
90,goal,regular,away,1109105.0,E. Silcan,3,,,,,,
90,card,yellow,away,223904.0,M. Rivero,16,,,,,,
89,card,yellow,away,990046.0,A. Schönfeld,15,,,,,,
84,substitution,regular,away,,,,990046.0,A. Schönfeld,15,922442.0,A. Montero,8
83,card,yellow,home,830626.0,L. Geminiani,15,,,,,,
81,substitution,regular,home,,,,1657168.0,J. Vignolo,16,1015255.0,A. Bustos,16
71,substitution,regular,home,,,,249357.0,D. Garcia,8,895207.0,M. Pardo,11
71,substitution,regular,home,,,,942719.0,A. Sosa,27,829938.0,L. Fernandez,3
71,substitution,regular,away,,,,1109105.0,E. Silcan,3,249309.0,E. Moreno,11
65,goal,regular,away,941083.0,J. Marcioni,11,,,,,,
63,substitution,regular,home,,,,1597507.0,C. L. Monti,11,249875.0,F. Curuchet,7
63,substitution,regular,home,,,,1491299.0,A. Olinick,8,1210369.0,A. Oyola,19
62,goal,regular,away,922442.0,A. Montero,8,,,,,,
57,card,yellow,home,1015255.0,A. Bustos,16,,,,,,
46,substitution,regular,away,,,,898764.0,P. Cucchi,11,1109367.0,B. Camisassa,7
46,substitution,regular,away,,,,1468709.0,R. Mosqueira,17,795362.0,A. Melo,10
45,period,,home,,,,,,,,,
36,goal,regular,home,1597505.0,B. I. Nasta,9,,,,,,
32,substitution,regular,away,,,,584038.0,R. Barrios,13,943798.0,T. Mantía,
28,card,yellow,away,943798.0,T. Mantía,,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
84,card,yellow,home,882598.0,N. Ortíz,4,,,,,,
81,substitution,regular,away,,,,843002.0,R. Perez,8,1008024.0,F. Torres,4
81,substitution,regular,away,,,,1200740.0,V. Werro,4,1654396.0,F. Funes,20
80,substitution,regular,home,,,,799953.0,E. Bogado,19,1187976.0,G. Sánchez,9
80,substitution,regular,home,,,,583662.0,M. Barbieri,,1654537.0,T. A. Rambert,11
73,substitution,regular,away,,,,926420.0,H. Sandoval,9,971173.0,C. Machado,10
73,substitution,regular,away,,,,1094182.0,K. Lencina,17,860053.0,F. Marín,5
69,substitution,regular,home,,,,906816.0,N. Tecilla,6,892450.0,A. Robledo,2
66,substitution,regular,home,,,,859659.0,M. Mansilla,5,806381.0,O. Belinetz,9
66,substitution,regular,home,,,,1597496.0,L. G. Rebecchi,9,943795.0,S. Jaurena,10
61,goal,regular,away,1103048.0,M. Galeano,7,,,,,,
59,card,yellow,home,943795.0,S. Jaurena,10,,,,,,
55,card,yellow,home,1654537.0,T. A. Rambert,11,,,,,,
48,goal,regular,home,806381.0,O. Belinetz,9,,,,,,
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
44,goal,regular,home,1654537.0,T. A. Rambert,11,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,away,1488560.0,A. Rodriguez,14,,,,,,
90,injuryTime,,home,,,,,,,,,
86,substitution,regular,home,,,,1512353.0,M. Meynier,20,1653821.0,F. D. S. Fernández,19
86,substitution,regular,home,,,,896747.0,B. Sosa,14,1597483.0,A. R. Picco,14
86,substitution,regular,home,,,,922449.0,E. Maciel,7,868363.0,G. Asis,4
80,substitution,regular,away,,,,1086327.0,A. Tabares,3,80540.0,M. Coronel,2
80,substitution,regular,away,,,,1605505.0,I. Figueroa,15,892452.0,J. Ibáñez,10
71,substitution,regular,away,,,,1488560.0,A. Rodriguez,14,248147.0,J. Ferrari,6
69,substitution,regular,home,,,,859698.0,E. Purita,16,340957.0,A. Gonzalez,19
69,substitution,regular,home,,,,1597485.0,L. V. Pereyra,8,1214766.0,J. P. Barinaga,17
64,substitution,regular,away,,,,922436.0,A. Antilef,17,1215983.0,A. Melo,17
64,substitution,regular,away,,,,883924.0,A. Vega,11,1018466.0,T. Assennato,7
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
41,card,yellow,home,340957.0,A. Gonzalez,19,,,,,,
35,card,yellow,away,80540.0,M. Coronel,2,,,,,,
13,card,yellow,home,1653822.0,M. R. Burdisso,,,,,,,
8,card,yellow,away,1215983.0,A. Melo,17,,,,,,
90,period,,home,,,,,,,,,
90,injuryTime,,home,,,,,,,,,
89,substitution,regular,away,,,,1650443.0,E. Lencina,19,1653852.0,T. A. Castro,7
83,substitution,regular,home,,,,250237.0,P. Vidal,19,828869.0,J. D. Galeano,8
82,card,yellow,away,933167.0,O. Piris,2,,,,,,
74,substitution,regular,away,,,,789419.0,J. Juncos,,933179.0,N. Romero,20
73,substitution,regular,home,,,,248105.0,L. Albertengo,18,1117089.0,N. Fúnez,9
73,substitution,regular,home,,,,1131065.0,B. Tomatis,10,1197692.0,A. Berrondo,18
67,substitution,regular,away,,,,924224.0,J. Bayk,20,980926.0,A. Ramírez,42
67,substitution,regular,away,,,,989211.0,T. Coppo,,927778.0,T. Arevalos,11
53,card,yellow,away,1605141.0,M. F. Ferrari,14,,,,,,
46,substitution,regular,away,,,,1605141.0,M. F. Ferrari,14,1650446.0,F. Posse,9
45,period,,home,,,,,,,,,
45,injuryTime,,home,,,,,,,,,
32,card,yellow,away,1650446.0,F. Posse,9,,,,,,
7,card,yellow,home,895351.0,F. Quiroz,3,,,,,,
90,period,,home,,,,,,,,,
90,card,yellow,home,871814.0,T. Oneto,4,,,,,,
90,injuryTime,,home,,,,,,,,,
87,goal,regular,away,973989.0,D. Müller,20,,,,,,
85,substitution,regular,home,,,,1119874.0,J. Domke,16,897060.0,C. Pombo,15
84,card,yellow,home,1018462.0,S. Cocimano,20,,,,,,
80,card,yellow,home,312032.0,J. P. Passaglia,11,,,,,,
79,substitution,regular,away,,,,1022584.0,E. V. Melillo,11,796102.0,D. Sosa,11
76,card,yellow,home,1182501.0,N. Brunet,34,,,,,,
74,substitution,regular,away,,,,973989.0,D. Müller,20,1627955.0,F. Sena,10
71,card,yellowRed,home,1384649.0,T. Fernandez,14,,,,,,
65,substitution,regular,away,,,,942371.0,M. Rojas,8,1464853.0,T. Cravero,5
65,substitution,regular,away,,,,1110286.0,M. Batallini,7,1468722.0,B. Risso,
64,substitution,regular,home,,,,895335.0,E. Beltramone,19,992514.0,R. Salinas,9
64,substitution,regular,home,,,,1018462.0,S. Cocimano,20,895357.0,M. Rodríguez,7
